blueprint_name,product_type_id,research_pe_time,research_me_time,copy_time,invention_time,manufacturing_time,max_copy_run,base_waste,blueprint_type_id
Ice Harvester Upgrade I Blueprint,22576,12000,12000,12000,9000,600,300,10,22577
Heavy Shield Maintenance Bot I Blueprint,22765,9600,9600,9600,7200,480,1500,10,22766
Warp Disrupt Probe Blueprint,22778,6000,6000,6000,4500,300,1000,10,22779
Fighter Uno Blueprint,22780,2400,2400,2400,24000,120,1000,5,22781
Interdiction Sphere Launcher I Blueprint,22782,12000,12000,12000,120000,600,300,10,22783
Hel Blueprint,22852,15360000,10240000,5120000,2400000,2560000,1,10,22853
'Aura' Warp Core Stabilizer I Blueprint,22875,12000,12000,12000,120000,2000,1000,10,22876
'Natura' Warp Core Stabilizer I Blueprint,22877,12000,12000,12000,120000,2000,1000,10,22878
'Pilfer' Energized Adaptive Nano Membrane I Blueprint,22879,12000,12000,12000,120000,3000,1000,10,22880
'Moonshine' Energized Thermic Membrane I Blueprint,22881,12000,12000,12000,120000,2000,1000,10,22882
'Mafia' Energized Kinetic Membrane I Blueprint,22883,12000,12000,12000,120000,2000,1000,10,22884
Stealth System I Blueprint,22885,12000,12000,12000,120000,600,1000,10,22886
'Harmony' Small Armor Repairer I Blueprint,22887,12000,12000,12000,120000,2000,1000,10,22888
'Meditation' Medium Armor Repairer I Blueprint,22889,12000,12000,12000,120000,5000,1000,10,22890
'Protest' Large Armor Repairer I Blueprint,22891,12000,12000,12000,120000,7000,1000,10,22892
'Gonzo' Damage Control I Blueprint,22893,12000,12000,12000,120000,2000,1000,10,22894
'Shady' ECCM - Gravimetric I Blueprint,22895,12000,12000,12000,120000,2000,1000,10,22896
'Forger' ECCM - Magnetometric I Blueprint,22897,12000,12000,12000,120000,2000,1000,10,22898
'Corporate' Light Electron Blaster I Blueprint,22899,12000,12000,12000,120000,1500,1000,10,22900
'Dealer' Light Ion Blaster I Blueprint,22901,12000,12000,12000,120000,2000,1000,10,22902
'Racket' Light Neutron Blaster I Blueprint,22903,12000,12000,12000,120000,3000,1000,10,22904
'Slither' Heavy Electron Blaster I Blueprint,22905,12000,12000,12000,120000,4000,1000,10,22906
'Hooligan' Heavy Ion Blaster I Blueprint,22907,12000,12000,12000,120000,5000,1000,10,22908
'Hustler' Heavy Neutron Blaster I Blueprint,22909,12000,12000,12000,120000,6000,1000,10,22910
'Swindler' Electron Blaster Cannon I Blueprint,22911,12000,12000,12000,120000,8000,1000,10,22912
'Felon' Ion Blaster Cannon I Blueprint,22913,12000,12000,12000,120000,9000,1000,10,22914
'Underhand' Neutron Blaster Cannon I Blueprint,22915,12000,12000,12000,120000,10000,1000,10,22916
'Capitalist' Magnetic Field Stabilizer I Blueprint,22917,12000,12000,12000,120000,1500,1000,10,22918
'Monopoly' Magnetic Field Stabilizer I Blueprint,22919,12000,12000,12000,120000,2500,1000,10,22920
'Habitat' Miner I Blueprint,22921,12000,12000,12000,120000,1000,1000,10,22922
'Wild' Miner I Blueprint,22923,12000,12000,12000,120000,2000,1000,10,22924
'Bootleg' ECCM Projector I Blueprint,22925,12000,12000,12000,120000,4000,1000,10,22926
'Economist' Tracking Computer I Blueprint,22927,12000,12000,12000,120000,3000,1000,10,22928
'Marketeer' Tracking Computer I Blueprint,22929,12000,12000,12000,120000,4000,1000,10,22930
'Distributor' Tracking Disruptor I Blueprint,22931,12000,12000,12000,120000,3000,1000,10,22932
'Investor' Tracking Disruptor I Blueprint,22933,12000,12000,12000,120000,5000,1000,10,22934
'Tycoon' Remote Tracking Computer Blueprint,22935,12000,12000,12000,120000,2500,1000,10,22936
'Enterprise' Remote Tracking Computer Blueprint,22937,12000,12000,12000,120000,4500,1000,10,22938
'Boss' Remote Sensor Booster I Blueprint,22939,12000,12000,12000,0,5000,1000,10,22940
'Entrepreneur' Remote Sensor Booster I Blueprint,22941,12000,12000,12000,0,3000,1000,10,22942
'Broker' Remote Sensor Dampener I Blueprint,22943,12000,12000,12000,15000,5000,1000,10,22944
'Executive' Remote Sensor Dampener I Blueprint,22945,12000,12000,12000,15000,7000,1000,10,22946
'Beatnik' Small Remote Armor Repairer Blueprint,22947,12000,12000,12000,120000,3000,1000,10,22948
'Love' Medium Remote Armor Repairer Blueprint,22949,12000,12000,12000,120000,6000,1000,10,22950
'Pacifier' Large Remote Armor Repairer Blueprint,22951,12000,12000,12000,120000,9000,1000,10,22952
'Cartel' Power Diagnostic System I Blueprint,22953,12000,12000,12000,120000,2000,1000,10,22954
Templar Blueprint,23055,270000,180000,450000,12000,45000,10,10,23056
Dragonfly Blueprint,23057,270000,180000,450000,12000,45000,10,10,23058
Firbolg Blueprint,23059,270000,180000,450000,12000,45000,10,10,23060
Einherji Blueprint,23061,270000,180000,450000,12000,45000,10,10,23062
Imperial Navy Multifrequency S Blueprint,23071,2400,2400,2400,24000,120,1000,10,23072
'Brotherhood' Small Remote Armor Repairer Blueprint,23414,12000,12000,12000,120000,1000,1000,10,23415
'Peace' Large Remote Armor Repairer Blueprint,23416,12000,12000,12000,120000,6000,1000,10,23417
'Radical' Damage Control I Blueprint,23418,12000,12000,12000,120000,3000,1000,10,23419
Wasp EC-900 Blueprint,23473,9600,9600,9600,7200,480,1500,10,23474
Ogre SD-900 Blueprint,23506,9600,9600,9600,7200,480,1500,10,23507
Praetor TD-900 Blueprint,23510,9600,9600,9600,7200,480,1500,10,23511
Berserker TP-900 Blueprint,23512,9600,9600,9600,7200,480,1500,10,23513
Heavy Armor Maintenance Bot I Blueprint,23523,9600,9600,9600,7200,480,1500,10,23524
Curator I Blueprint,23525,9600,9600,9600,7200,480,1500,10,23526
Drone Link Augmentor I Blueprint,23527,12000,12000,12000,9000,600,300,10,23528
Omnidirectional Tracking Link I Blueprint,23533,12000,12000,12000,9000,600,300,10,23534
Berserker SW-900 Blueprint,23536,9600,9600,9600,7200,480,1500,10,23537
Warden I Blueprint,23559,9600,9600,9600,7200,480,1500,10,23560
Garde I Blueprint,23561,9600,9600,9600,7200,480,1500,10,23562
Bouncer I Blueprint,23563,9600,9600,9600,7200,480,1500,10,23564
Acolyte EV-300 Blueprint,23659,9600,9600,9600,7200,480,1500,10,23660
Infiltrator EV-600 Blueprint,23702,9600,9600,9600,7200,480,1500,10,23703
Vespa EC-600 Blueprint,23705,9600,9600,9600,7200,480,1500,10,23706
Hornet EC-300 Blueprint,23707,9600,9600,9600,7200,480,1500,10,23708
Medium Armor Maintenance Bot I Blueprint,23709,9600,9600,9600,7200,480,1500,10,23710
Light Armor Maintenance Bot I Blueprint,23711,9600,9600,9600,7200,480,1500,10,23712
Hammerhead SD-600 Blueprint,23713,9600,9600,9600,7200,480,1500,10,23714
Hobgoblin SD-300 Blueprint,23715,9600,9600,9600,7200,480,1500,10,23716
Medium Shield Maintenance Bot I Blueprint,23717,9600,9600,9600,7200,480,1500,10,23718
Light Shield Maintenance Bot I Blueprint,23719,9600,9600,9600,7200,480,1500,10,23720
Valkyrie TP-600 Blueprint,23721,9600,9600,9600,7200,480,1500,10,23722
Warrior TP-300 Blueprint,23723,9600,9600,9600,7200,480,1500,10,23724
Infiltrator TD-600 Blueprint,23725,9600,9600,9600,7200,480,1500,10,23726
Acolyte TD-300 Blueprint,23727,9600,9600,9600,7200,480,1500,10,23728
Valkyrie SW-600 Blueprint,23729,9600,9600,9600,7200,480,1500,10,23730
Warrior SW-300 Blueprint,23731,9600,9600,9600,7200,480,1500,10,23732
Clone Vat Bay I Blueprint,23735,360000,480000,800000,120000,80000,10,10,23736
Archon Blueprint,23757,7680000,5120000,2560000,2400000,1280000,1,10,23758
FA-14 Templar Blueprint,23759,2400,2400,2400,24000,120,1000,5,23760
Ragnarok Blueprint,23773,30720000,20480000,10240000,2400000,5120000,1,10,23774
'Abatis' 100mm Reinforced Steel Plates I Blueprint,23783,12000,12000,12000,120000,2000,1000,10,23784
'Bailey' 1600mm Reinforced Steel Plates I Blueprint,23785,12000,12000,12000,120000,12000,1000,10,23786
'Chainmail' 200mm Reinforced Steel Plates I Blueprint,23787,12000,12000,12000,120000,4000,1000,10,23788
'Bastion' 400mm Reinforced Steel Plates I Blueprint,23789,12000,12000,12000,120000,6000,1000,10,23790
'Citadella' 50mm Reinforced Steel Plates I Blueprint,23791,12000,12000,12000,120000,1000,1000,10,23792
'Barbican' 800mm Reinforced Steel Plates I Blueprint,23793,12000,12000,12000,120000,9000,1000,10,23794
'Gorget' Small Armor Repairer I Blueprint,23795,12000,12000,12000,120000,2000,1000,10,23796
'Greaves' Medium Armor Repairer I Blueprint,23797,12000,12000,12000,120000,4000,1000,10,23798
'Hauberk' Large Armor Repairer I Blueprint,23799,12000,12000,12000,120000,8000,1000,10,23800
'Crucible' Small Capacitor Battery I Blueprint,23801,12000,12000,12000,120000,1000,1000,10,23802
'Censer' Medium Capacitor Battery I Blueprint,23803,12000,12000,12000,120000,2000,1000,10,23804
'Thurifer' Large Capacitor Battery I Blueprint,23805,12000,12000,12000,120000,4000,1000,10,23806
'Saddle' Small Capacitor Booster I Blueprint,23807,12000,12000,12000,120000,1500,1000,10,23808
'Harness' Medium Capacitor Booster I Blueprint,23809,12000,12000,12000,120000,3000,1000,10,23810
'Plough' Heavy Capacitor Booster I Blueprint,23811,12000,12000,12000,120000,6000,1000,10,23812
'Palisade' Cap Recharger I Blueprint,23813,12000,12000,12000,120000,2000,1000,10,23814
'Caltrop' Small Energy Neutralizer I Blueprint,23815,12000,12000,12000,120000,2000,1000,10,23816
'Ditch' Medium Energy Neutralizer I Blueprint,23817,12000,12000,12000,120000,4000,1000,10,23818
'Moat' Heavy Energy Neutralizer I Blueprint,23819,12000,12000,12000,120000,8000,1000,10,23820
'Upir' Small Nosferatu I Blueprint,23821,12000,12000,12000,120000,2000,1000,10,23822
'Strigoi' Medium Nosferatu I Blueprint,23824,18000,18000,18000,120000,4000,1000,10,23825
'Vrykolakas' Heavy Nosferatu I Blueprint,23829,24000,24000,24000,120000,8000,1000,10,23830
'Mace' Dual Light Beam Laser I Blueprint,23834,12000,12000,12000,120000,1500,1000,10,23835
'Longbow' Small Focused Pulse Laser I Blueprint,23836,12000,12000,12000,120000,2000,1000,10,23837
'Gauntlet' Medium Beam Laser I Blueprint,23838,12000,12000,12000,120000,2500,1000,10,23839
'Crossbow' Focused Medium Beam Laser I Blueprint,23840,12000,12000,12000,120000,3500,1000,10,23841
'Joust' Heavy Pulse Laser I Blueprint,23842,12000,12000,12000,120000,4000,1000,10,23843
'Arquebus' Heavy Beam Laser I Blueprint,23844,12000,12000,12000,120000,5000,1000,10,23845
'Halberd' Mega Pulse Laser I Blueprint,23846,12000,12000,12000,120000,8000,1000,10,23847
'Catapult' Mega Beam Laser I Blueprint,23848,12000,12000,12000,120000,9000,1000,10,23849
'Ballista' Tachyon Beam Laser I Blueprint,23850,12000,12000,12000,120000,10000,1000,10,23851
'Squire' Small Remote Capacitor Transmitter Blueprint,23852,12000,12000,12000,120000,2000,1000,10,23853
'Knight' Medium Remote Capacitor Transmitter Blueprint,23854,12000,12000,12000,120000,4000,1000,10,23855
'Chivalry' Large Remote Capacitor Transmitter Blueprint,23856,12000,12000,12000,120000,6000,1000,10,23857
'Pike' Small EMP Smartbomb I Blueprint,23864,12000,12000,12000,120000,1500,1000,10,23865
'Lance' Medium EMP Smartbomb I Blueprint,23866,12000,12000,12000,120000,3000,1000,10,23867
'Warhammer' Large EMP Smartbomb I Blueprint,23868,12000,12000,12000,120000,6000,1000,10,23869
Methros Enhanced Decoding Device Blueprint,23883,31449600,31449600,31449600,31449600,7200,1,5,23888
'Page' Capacitor Flux Coil I Blueprint,23894,12000,12000,12000,120000,2000,1000,10,23895
'Motte' Capacitor Power Relay I Blueprint,23896,12000,12000,12000,120000,2500,1000,10,23897
'Portcullis' Reactor Control Unit I Blueprint,23898,12000,12000,12000,120000,3000,1000,10,23899
'Mangonel' Heat Sink I Blueprint,23900,12000,12000,12000,120000,2000,1000,10,23901
'Trebuchet' Heat Sink I Blueprint,23902,12000,12000,12000,120000,4000,1000,10,23903
Thanatos Blueprint,23911,7680000,5120000,2560000,2400000,1280000,1,10,23912
Nyx Blueprint,23913,15360000,10240000,5120000,2400000,2560000,1,10,23914
Chimera Blueprint,23915,7680000,5120000,2560000,2400000,1280000,1,10,23916
Wyvern Blueprint,23917,15360000,10240000,5120000,2400000,2560000,1,10,23918
Aeon Blueprint,23919,15360000,10240000,5120000,2400000,2560000,1,10,23920
Jump Portal Generator I Blueprint,23953,2160000,1440000,3600000,120000,360000,1,10,23954
Drone Control Unit I Blueprint,24283,540000,360000,900000,1350000,90000,10,10,24284
Small Tractor Beam I Blueprint,24348,24000,24000,24000,9000,1200,300,10,24349
Drone Navigation Computer I Blueprint,24395,12000,12000,12000,9000,600,300,10,24396
Nidhoggur Blueprint,24483,7680000,5120000,2560000,2400000,1280000,1,10,24484
Capital Jump Bridge Array Blueprint,24545,96000,64000,160000,1000000,16000,5,10,24546
Capital Clone Vat Bay Blueprint,24547,96000,64000,160000,1000000,16000,5,10,24548
Gjallarhorn Blueprint,23674,1080000,720000,1800000,120,180000,1,10,24549
Judgement Blueprint,24550,1080000,720000,1800000,120,180000,1,10,24551
Oblivion Blueprint,24552,1080000,720000,1800000,120,180000,1,10,24553
Aurora Ominae Blueprint,24554,1080000,720000,1800000,120,180000,1,10,24555
Capital Doomsday Weapon Mount Blueprint,24556,96000,64000,160000,1000000,16000,5,10,24557
Capital Ship Maintenance Bay Blueprint,24558,96000,64000,160000,1000000,16000,5,10,24559
Capital Corporate Hangar Bay Blueprint,24560,96000,64000,160000,1000000,16000,5,10,24561
Capital Remote Armor Repairer I Blueprint,24569,540000,360000,900000,120000,90000,10,10,24570
Medium Tractor Beam I Blueprint,24620,24000,24000,24000,240000,1200,1000,10,24621
Large Tractor Beam I Blueprint,24622,24000,24000,24000,240000,1200,1000,10,24623
Capital Tractor Beam I Blueprint,24644,540000,360000,900000,9000,90000,10,10,24645
Rokh Blueprint,24688,360000,360000,360000,270000,18000,10,10,24689
Hyperion Blueprint,24690,360000,360000,360000,270000,18000,10,10,24691
Abaddon Blueprint,24692,360000,360000,360000,270000,18000,10,10,24693
Maelstrom Blueprint,24694,360000,360000,360000,270000,18000,10,10,24695
Harbinger Blueprint,24696,240000,360000,360000,225000,15000,15,10,24697
Drake Blueprint,24698,240000,360000,360000,225000,15000,15,10,24699
Myrmidon Blueprint,24700,240000,360000,360000,225000,15000,15,10,24701
Hurricane Blueprint,24702,240000,360000,360000,225000,15000,15,10,24703
Gas Cloud Harvester I Blueprint,25266,12000,12000,12000,9000,600,300,10,25267
Standard Blue Pill Booster Blueprint,9950,36000,36000,36000,360000,1800,1000,10,25303
Improved Blue Pill Booster Blueprint,10155,36000,36000,36000,360000,1800,1000,10,25307
Strong Blue Pill Booster Blueprint,10156,36000,36000,36000,360000,1800,1000,10,25308
Standard Crash Booster Blueprint,9947,36000,36000,36000,360000,1800,1000,10,25309
Improved Crash Booster Blueprint,10151,36000,36000,36000,360000,1800,1000,10,25310
Strong Crash Booster Blueprint,10152,36000,36000,36000,360000,1800,1000,10,25311
Standard Sooth Sayer Booster Blueprint,10164,36000,36000,36000,360000,1800,1000,10,25314
Strong Frentix Booster Blueprint,15462,36000,36000,36000,360000,1800,1000,10,25322
Standard Mindflood Booster Blueprint,15463,36000,36000,36000,360000,1800,1000,10,25323
Standard Drop Booster Blueprint,15466,36000,36000,36000,360000,1800,1000,10,25327
Improved Drop Booster Blueprint,15477,36000,36000,36000,360000,1800,1000,10,25328
Strong Drop Booster Blueprint,15478,36000,36000,36000,360000,1800,1000,10,25329
Improved X-Instinct Booster Blueprint,15458,36000,36000,36000,360000,1800,1000,10,25503
Improved Exile Booster Blueprint,15480,36000,36000,36000,360000,1800,1000,10,25504
Improved Frentix Booster Blueprint,15461,36000,36000,36000,360000,1800,1000,10,25505
Improved Mindflood Booster Blueprint,15464,36000,36000,36000,360000,1800,1000,10,25506
Improved Sooth Sayer Booster Blueprint,10165,36000,36000,36000,360000,1800,1000,10,25507
Standard Exile Booster Blueprint,15479,36000,36000,36000,360000,1800,1000,10,25508
Standard Frentix Booster Blueprint,15460,36000,36000,36000,360000,1800,1000,10,25509
Standard X-Instinct Booster Blueprint,15457,36000,36000,36000,360000,1800,1000,10,25510
Strong Mindflood Booster Blueprint,15465,36000,36000,36000,360000,1800,1000,10,25511
Strong Sooth Sayer Booster Blueprint,10166,36000,36000,36000,360000,1800,1000,10,25512
Strong X-Instinct Booster Blueprint,15459,36000,36000,36000,360000,1800,1000,10,25513
Strong Exile Booster Blueprint,25349,36000,36000,36000,360000,1800,1000,10,25539
'Crop' Gas Cloud Harvester Blueprint,25540,12000,12000,12000,120000,600,1000,10,25541
'Plow' Gas Cloud Harvester Blueprint,25542,12000,12000,12000,120000,600,1000,10,25543
Signal Distortion Amplifier I Blueprint,25561,12000,12000,12000,9000,600,300,10,25562
Esoteric Data Interface Blueprint,25555,36000,36000,96000,96000,72000,10,10,25584
Occult Data Interface Blueprint,25554,36000,36000,96000,96000,72000,10,10,25585
Incognito Data Interface Blueprint,25556,36000,36000,96000,96000,72000,10,10,25586
Cryptic Data Interface Blueprint,25553,36000,36000,96000,96000,72000,10,10,25587
Large Anti-EM Pump I Blueprint,25736,120000,120000,120000,90000,6000,300,10,25737
Occult Ship Data Interface Blueprint,25851,36000,36000,96000,96000,72000,10,10,25852
Esoteric Ship Data Interface Blueprint,25853,36000,36000,96000,96000,72000,10,10,25854
Incognito Ship Data Interface Blueprint,25855,36000,36000,96000,96000,72000,10,10,25856
Cryptic Ship Data Interface Blueprint,25857,36000,36000,96000,96000,72000,10,10,25858
Salvager I Blueprint,25861,12000,12000,12000,9000,600,300,10,25862
Large Anti-Explosive Pump I Blueprint,25888,120000,120000,120000,90000,6000,300,10,25889
Large Anti-Kinetic Pump I Blueprint,25890,120000,120000,120000,90000,6000,300,10,25891
Large Anti-Thermic Pump I Blueprint,25892,120000,120000,120000,90000,6000,300,10,25893
Large Trimark Armor Pump I Blueprint,25894,120000,120000,120000,90000,6000,300,10,25895
Large Auxiliary Nano Pump I Blueprint,25896,120000,120000,120000,90000,6000,300,10,25897
Large Nanobot Accelerator I Blueprint,25898,120000,120000,120000,90000,6000,300,10,25899
Large Remote Repair Augmentor I Blueprint,25900,120000,120000,120000,90000,6000,300,10,25901
Large Salvage Tackle I Blueprint,25902,120000,120000,120000,90000,6000,300,10,25903
Large Core Defense Capacitor Safeguard I Blueprint,25906,120000,120000,120000,90000,6000,300,10,25907
Large Drone Control Range Augmentor I Blueprint,25908,120000,120000,120000,90000,6000,300,10,25909
Large Drone Repair Augmentor I Blueprint,25910,120000,120000,120000,90000,6000,300,10,25911
Large Drone Scope Chip I Blueprint,25912,120000,120000,120000,90000,6000,300,10,25913
Large Drone Speed Augmentor I Blueprint,25914,120000,120000,120000,90000,6000,300,10,25915
Large Drone Durability Enhancer I Blueprint,25916,120000,120000,120000,90000,6000,300,10,25917
Large Drone Mining Augmentor I Blueprint,25918,120000,120000,120000,90000,6000,300,10,25919
Large Sentry Damage Augmentor I Blueprint,25920,120000,120000,120000,90000,6000,300,10,25921
Large EW Drone Range Augmentor I Blueprint,25922,120000,120000,120000,90000,6000,300,10,25923
Large Stasis Drone Augmentor I Blueprint,25924,120000,120000,120000,90000,6000,300,10,25925
Large Signal Disruption Amplifier I Blueprint,25928,120000,120000,120000,90000,6000,300,10,25929
Large Emission Scope Sharpener I Blueprint,25930,120000,120000,120000,90000,6000,300,10,25931
Large Memetic Algorithm Bank I Blueprint,25932,120000,120000,120000,90000,6000,300,10,25933
Large Liquid Cooled Electronics I Blueprint,25934,120000,120000,120000,90000,6000,300,10,25935
Large Gravity Capacitor Upgrade I Blueprint,25936,120000,120000,120000,90000,6000,300,10,25937
Large Capacitor Control Circuit I Blueprint,25948,120000,120000,120000,90000,6000,300,10,25949
Large Egress Port Maximizer I Blueprint,25950,120000,120000,120000,90000,6000,300,10,25951
Large Powergrid Subroutine Maximizer I Blueprint,25952,120000,120000,120000,90000,6000,300,10,25953
Large Semiconductor Memory Cell I Blueprint,25954,120000,120000,120000,90000,6000,300,10,25955
Large Ancillary Current Router I Blueprint,25956,120000,120000,120000,90000,6000,300,10,25957
Large Energy Discharge Elutriation I Blueprint,25968,120000,120000,120000,90000,6000,300,10,25969
Large Energy Ambit Extension I Blueprint,25970,120000,120000,120000,90000,6000,300,10,25971
Large Energy Locus Coordinator I Blueprint,25972,120000,120000,120000,90000,6000,300,10,25973
Large Energy Metastasis Adjuster I Blueprint,25974,120000,120000,120000,90000,6000,300,10,25975
Large Algid Energy Administrations Unit I Blueprint,25976,120000,120000,120000,90000,6000,300,10,25977
Large Energy Burst Aerator I Blueprint,25978,120000,120000,120000,90000,6000,300,10,25979
Large Energy Collision Accelerator I Blueprint,25980,120000,120000,120000,90000,6000,300,10,25981
Large Hybrid Discharge Elutriation I Blueprint,25996,120000,120000,120000,90000,6000,300,10,25997
Large Hybrid Ambit Extension I Blueprint,25998,120000,120000,120000,90000,6000,300,10,25999
Large Hybrid Locus Coordinator I Blueprint,26000,120000,120000,120000,90000,6000,300,10,26001
Large Hybrid Metastasis Adjuster I Blueprint,26002,120000,120000,120000,90000,6000,300,10,26003
Large Algid Hybrid Administrations Unit I Blueprint,26004,120000,120000,120000,90000,6000,300,10,26005
Large Hybrid Burst Aerator I Blueprint,26006,120000,120000,120000,90000,6000,300,10,26007
Large Hybrid Collision Accelerator I Blueprint,26008,120000,120000,120000,90000,6000,300,10,26009
Large Hydraulic Bay Thrusters I Blueprint,26016,120000,120000,120000,90000,6000,300,10,26017
Launcher Processor Rig I Blueprint,26018,12000,12000,12000,9000,600,1000,10,26019
Large Warhead Rigor Catalyst I Blueprint,26020,120000,120000,120000,90000,6000,300,10,26021
Large Rocket Fuel Cache Partition I Blueprint,26022,120000,120000,120000,90000,6000,300,10,26023
Missile Guidance System Rig I Blueprint,26024,12000,12000,12000,9000,600,1000,10,26025
Large Bay Loading Accelerator I Blueprint,26026,120000,120000,120000,90000,6000,300,10,26027
Large Warhead Flare Catalyst I Blueprint,26028,120000,120000,120000,90000,6000,300,10,26029
Large Warhead Calefaction Catalyst I Blueprint,26030,120000,120000,120000,90000,6000,300,10,26031
Large Projectile Ambit Extension I Blueprint,26038,120000,120000,120000,90000,6000,300,10,26039
Large Projectile Locus Coordinator I Blueprint,26040,120000,120000,120000,90000,6000,300,10,26041
Large Projectile Metastasis Adjuster I Blueprint,26042,120000,120000,120000,90000,6000,300,10,26043
Large Projectile Burst Aerator I Blueprint,26046,120000,120000,120000,90000,6000,300,10,26047
Large Projectile Collision Accelerator I Blueprint,26048,120000,120000,120000,90000,6000,300,10,26049
Large Dynamic Fuel Valve I Blueprint,26056,120000,120000,120000,90000,6000,300,10,26057
Large Low Friction Nozzle Joints I Blueprint,26058,120000,120000,120000,90000,6000,300,10,26059
Large Auxiliary Thrusters I Blueprint,26060,120000,120000,120000,90000,6000,300,10,26061
Large Engine Thermal Shielding I Blueprint,26062,120000,120000,120000,90000,6000,300,10,26063
Propellant Injection Vent I Blueprint,26064,12000,12000,12000,9000,600,1000,10,26065
Large Warp Core Optimizer I Blueprint,26066,120000,120000,120000,90000,6000,300,10,26067
Large Hyperspatial Velocity Optimizer I Blueprint,26068,120000,120000,120000,90000,6000,300,10,26069
Large Polycarbon Engine Housing I Blueprint,26070,120000,120000,120000,90000,6000,300,10,26071
Large Cargohold Optimization I Blueprint,26072,120000,120000,120000,90000,6000,300,10,26073
Large Anti-EM Screen Reinforcer I Blueprint,26076,120000,120000,120000,90000,6000,300,10,26077
Large Anti-Explosive Screen Reinforcer I Blueprint,26078,120000,120000,120000,90000,6000,300,10,26079
Large Anti-Kinetic Screen Reinforcer I Blueprint,26080,120000,120000,120000,90000,6000,300,10,26081
Large Anti-Thermal Screen Reinforcer I Blueprint,26082,120000,120000,120000,90000,6000,300,10,26083
Large Core Defense Field Purger I Blueprint,26084,120000,120000,120000,90000,6000,300,10,26085
Large Core Defense Operational Solidifier I Blueprint,26086,120000,120000,120000,90000,6000,300,10,26087
Large Core Defense Field Extender I Blueprint,26088,120000,120000,120000,90000,6000,300,10,26089
Large Core Defense Charge Economizer I Blueprint,26090,120000,120000,120000,90000,6000,300,10,26091
Large Targeting Systems Stabilizer I Blueprint,26096,120000,120000,120000,90000,6000,300,10,26097
Large Targeting System Subcontroller I Blueprint,26100,120000,120000,120000,90000,6000,300,10,26101
Large Ionic Field Projector I Blueprint,26102,120000,120000,120000,90000,6000,300,10,26103
Large Signal Focusing Kit I Blueprint,26104,120000,120000,120000,90000,6000,300,10,26105
Large Particle Dispersion Augmentor I Blueprint,26106,120000,120000,120000,90000,6000,300,10,26107
Large Particle Dispersion Projector I Blueprint,26108,120000,120000,120000,90000,6000,300,10,26109
Large Inverted Signal Field Projector I Blueprint,26110,120000,120000,120000,90000,6000,300,10,26111
Large Tracking Diagnostic Subroutines I Blueprint,26112,120000,120000,120000,90000,6000,300,10,26113
Demo Probe Launcher Blueprint,26173,12000,12000,12000,120000,600,1000,10,26174
Cryptic Tuner Data Interface Blueprint,26597,36000,36000,96000,96000,72000,10,10,26598
Esoteric Tuner Data Interface Blueprint,26599,36000,36000,96000,96000,72000,10,10,26600
Incognito Tuner Data Interface Blueprint,26601,36000,36000,96000,96000,72000,10,10,26602
Occult Tuner Data Interface Blueprint,26603,36000,36000,96000,96000,72000,10,10,26604
Heavy Assault Missile Launcher I Blueprint,20138,12000,12000,12000,9000,600,300,10,26759
Mjolnir Heavy Assault Missile Blueprint,20306,6000,6000,6000,4500,300,1500,10,26760
Inferno Heavy Assault Missile Blueprint,20308,6000,6000,6000,4500,300,1500,10,26761
Scourge Heavy Assault Missile Blueprint,20307,6000,6000,6000,4500,300,1500,10,26762
Tempest Tournament Issue TEST Blueprint,26842,360000,360000,360000,3600000,18000,1000,10,26843
Drone Damage Rig I Blueprint,26925,12000,12000,12000,9000,600,1000,10,26926
Drone Damage Rig II Blueprint,26927,12000,12000,12000,9000,600,1000,10,26928
Small Processor Overclocking Unit I Blueprint,26929,30000,30000,30000,22500,1500,300,10,26930
Sensor Strength Rig I Blueprint,26960,12000,12000,12000,9000,600,1000,10,26961
Sensor Strength Rig II Blueprint,26962,12000,12000,12000,9000,600,1000,10,26963
Shield Transporter Rig I Blueprint,26964,12000,12000,12000,9000,600,1000,10,26965
Shield Transporter Rig II Blueprint,26966,12000,12000,12000,9000,600,1000,10,26967
Civilian Salvager Blueprint,26983,12000,12000,12000,9000,600,1000,10,26984
Civilian Data Analyzer Blueprint,27014,12000,12000,12000,120000,600,1000,10,27015
Civilian Relic Analyzer Blueprint,27019,12000,12000,12000,120000,600,1000,10,27020
Perpetual Motion Unit I Blueprint,27021,12000,12000,12000,300,600,1,10,27022
Civilian Data Interface Blueprint,27026,36000,36000,96000,96000,72000,1000,0,27027
Clay Pigeon Blueprint,27038,120,120,120,120,120,1000,5,27039
Capital Auxiliary Nano Pump I Blueprint,27064,240000,240000,240000,180000,12000,300,10,27065
Small Remote Repair Augmentor I Blueprint,27068,30000,30000,30000,22500,1500,300,10,27069
Civilian Amarr Shuttle Blueprint,27299,120000,120000,120000,300,600,1000,10,27300
Civilian Caldari Shuttle Blueprint,27301,120000,120000,120000,300,600,1000,10,27302
Civilian Gallente Shuttle Blueprint,27303,120000,120000,120000,300,600,1000,10,27304
Civilian Minmatar Shuttle Blueprint,27305,120000,120000,120000,300,600,1000,10,27306
Station Warehouse Container Blueprint,17368,12000,14000,16000,24000,6000,10,10,27309
Foundation Upgrade Platform Blueprint,27656,3840000,2560000,1280000,3600000,640000,1000,10,27657
Pedestal Upgrade Platform Blueprint,27658,3840000,2560000,1280000,3600000,640000,1000,10,27659
